,行政区,街区,小区,经度,纬度,,,
1008,闵行,华漕,中骏广场,121.3192942,31.21890073,,,
1286,黄浦,董家渡,阳光翠竹苑,121.5049417,31.2188909,,,
432,黄浦,老西门,沙家街小区,121.4938012,31.21888009,,,
508,长宁,中山公园,武定大厦,121.428359,31.21885284,,,
2427,长宁,天山,天山路475弄,121.3993118,31.21873472,,,
1535,黄浦,董家渡,长峰馨园,121.5062617,31.21859752,,,
2594,长宁,新华路,长峰中心聚贤阁,121.4381069,31.21858934,,,
1252,长宁,中山公园,友联大楼,121.4204778,31.21857282,,,
2008,徐汇,衡山路,五原路249号,121.4507163,31.21849005,,,
2415,长宁,中山公园,虹康昭晖苑,121.432588,31.21848187,,,
804,徐汇,衡山路,乌中小区,121.4533973,31.21847183,,,
1732,长宁,中山公园,天山四村,121.4090795,31.2184604,,,
1320,长宁,中山公园,天诚花苑,121.4291167,31.21845291,,,
297,浦东,塘桥,国信世纪海景,121.519935,31.218439,,,
2897,徐汇,衡山路,五原路210弄,121.449852,31.21833981,,,
1177,徐汇,衡山路,上音小区,121.4604484,31.21826268,,,
1672,徐汇,衡山路,音苑小区,121.4598613,31.2182565,,,
2045,长宁,中山公园,武夷花园,121.422169,31.21819667,,,
1785,黄浦,老西门,新世纪大厦,121.495716,31.218158,,,
2974,长宁,仙霞,天台家园,121.3891706,31.21810263,,,
1441,闵行,华漕,爱博三村,121.3168348,31.21799686,,,
3166,徐汇,衡山路,武康路97号,121.4475675,31.21787935,,,
806,长宁,天山,怡乐公寓,121.3975433,31.21785241,,,
875,闵行,华漕,西郊九韵城,121.3019452,31.21783758,,,
2459,长宁,中山公园,虹桥向日葵公寓,121.4203759,31.21779759,,,
161,长宁,中山公园,天义小区,121.4139247,31.2177444,,,
1227,长宁,中山公园,绿地海怡公寓,121.4353043,31.21771197,,,
2025,闵行,华漕,西郊河畔家园,121.297015,31.217628,,,
2445,长宁,镇宁路,华山路1100弄,121.4419497,31.217617,,,
1532,长宁,天山,安龙大楼,121.3997849,31.21759083,,,
1389,长宁,仙霞,安龙小区,121.392852,31.21755385,,,
1337,长宁,天山,天华公寓,121.401578,31.21753532,,,
368,浦东,塘桥,塘桥小区,121.5280237,31.21744785,,,
2722,浦东,花木,四季全景台,121.560309,31.217444,,,
138,长宁,仙霞,珍宝公寓,121.3951866,31.2174385,,,
1908,浦东,唐镇,恒生万鹂商业广场,121.658005,31.217307,,,
1748,黄浦,蓬莱公园,徽宁路4-10号,121.502149,31.217238,,,
2554,浦东,杨东,香梅花园,121.546103,31.217129,,,
2871,闵行,华漕,虹桥晶邸,121.299838,31.21708474,,,
285,徐汇,建国西路,新汾阳公寓,121.4607576,31.21705062,,,
2086,徐汇,衡山路,兴盛公寓,121.4457444,31.21696685,,,
2435,长宁,北新泾,虹园六村,121.3728038,31.21695032,,,
683,黄浦,蓬莱公园,普育东路24-36号,121.5025493,31.21690531,,,
632,浦东,塘桥,文兰小区,121.532634,31.216863,,,
2135,长宁,北新泾,甘溪路205号,121.3677383,31.21685351,,,
2769,徐汇,建国西路,玉门公寓,121.4572482,31.21684656,,,
241,浦东,塘桥,蓝高小区,121.538283,31.216844,,,
2201,浦东,花木,银亿公园壹号,121.5577766,31.21682247,,,
2882,黄浦,蓬莱公园,天柱山路17弄,121.500177,31.21680695,,,
484,黄浦,蓬莱公园,恒升大厦,121.489009,31.21677885,,,
1830,长宁,仙霞,茅台花苑,121.3989971,31.2166916,,,
2313,长宁,仙霞,光华大厦,121.3897186,31.21661061,,,
550,长宁,中山公园,天山商厦,121.409171,31.21658483,,,
2066,徐汇,建国西路,太原路18弄,121.4563359,31.2165778,,,
1585,长宁,仙霞,杜家宅小区,121.4008329,31.21654939,,,
1291,长宁,中山公园,虹桥天都国际,121.4131969,31.21650082,,,
228,黄浦,蓬莱公园,海潮公寓,121.503072,31.21646183,,,
418,黄浦,新天地,淡水湾花园,121.4818961,31.21642555,,,
2444,浦东,张江,展想悦廷,121.633162,31.216384,,,
1469,浦东,塘桥,新塘桥生活广场,121.524896,31.21634,,,
1042,黄浦,蓬莱公园,陆家浜路1382弄,121.4901364,31.21632271,,,
2493,黄浦,打浦桥,建国大厦,121.4781459,31.21630989,,,
1627,黄浦,蓬莱公园,中福花苑,121.5054383,31.21630248,,,
2230,徐汇,建国西路,襄阳南路277弄,121.4650134,31.21628935,,,
2878,黄浦,蓬莱公园,黄浦新苑(公寓),121.492184,31.21625384,,,
600,长宁,北新泾,华松西区（仙霞西路700弄）,121.364459,31.216203,,,
2200,浦东,花木,建华新苑,121.560114,31.21617323,,,
1769,黄浦,五里桥,制造局后街24-28号,121.488906,31.216023,,,
1927,黄浦,蓬莱公园,海洲丽园,121.4954647,31.21599535,,,
2582,浦东,唐镇,金大元御珑宫廷(别墅),121.5425476,31.21598454,,,
2161,长宁,北新泾,沁秋小区,121.3679359,31.21589583,,,
1454,浦东,塘桥,浦建小区,121.5269425,31.21587344,,,
1009,黄浦,五里桥,新家坡园景苑,121.4878987,31.21583622,,,
353,长宁,新华路,延安西路1236弄,121.4338311,31.21574187,,,
646,徐汇,衡山路,桃江路38号,121.4547137,31.21565656,,,
844,浦东,花木,大唐盛世花园（二期）,121.5662083,31.2155138,,,
836,黄浦,蓬莱公园,海洲国际华园,121.4997689,31.21536703,,,
1629,黄浦,蓬莱公园,海潮新村,121.5027974,31.21535205,,,
429,黄浦,蓬莱公园,中福浦江汇,121.504837,31.215278,,,
583,浦东,塘桥,微山新村,121.521888,31.215231,,,
1894,长宁,中山公园,联业大楼,121.4182117,31.21519987,,,
2258,徐汇,建国西路,嘉善路169弄,121.4667522,31.2151825,,,
2026,黄浦,新天地,瑞金新苑,121.4809365,31.21517385,,,
2842,虹口,江湾镇,场中路10弄,121.4639216,31.21515339,,,
487,黄浦,蓬莱公园,绿地海珀黄浦,121.498056,31.215117,,,
2030,徐汇,衡山路,淮海中路1590弄,121.450811,31.21510884,,,
665,长宁,仙霞,茅台新苑,121.4004043,31.21508336,,,
975,闵行,华漕,诸新三村,121.2968043,31.21500322,,,
2500,长宁,仙霞,威宁小区,121.391483,31.21486687,,,
2693,浦东,花木,大唐盛世花园（一期）,121.562945,31.21478,,,
452,黄浦,打浦桥,思南新苑,121.4769698,31.21477468,,,
2924,黄浦,蓬莱公园,仁宝公寓,121.5040407,31.21473191,,,
1838,徐汇,衡山路,上海新邨,121.453146,31.21470489,,,
2528,徐汇,建国西路,陕西南路550弄,121.467981,31.21451186,,,
1066,浦东,张江,阳光花城,121.629665,31.214497,,,
2927,黄浦,淮海中路,瑞雪大楼,121.4703602,31.21449295,,,
795,浦东,塘桥,微山二村,121.5198969,31.21441867,,,
2189,黄浦,五里桥,永业公寓,121.4848599,31.21439536,,,
2827,长宁,仙霞,水霞小区,121.395836,31.21438486,,,
766,黄浦,蓬莱公园,东物公寓,121.5016219,31.21437528,,,
1271,浦东,塘桥,浦建727,121.537241,31.214248,,,
1926,黄浦,淮海中路,陕西南路271弄,121.469345,31.21423986,,,
996,长宁,仙霞,西郊紫薇花园,121.3894121,31.21423082,,,
1348,闵行,华漕,馨昌佳苑,121.2997021,31.21412281,,,
1115,长宁,仙霞,茅台雅苑,121.3960221,31.21410767,,,
2067,浦东,花木,樱花坊,121.5588446,31.21410026,,,
1906,黄浦,蓬莱公园,锦凯华苑,121.4941137,31.21408335,,,
638,黄浦,五里桥,汇龙新城,121.4817513,31.21405957,,,
977,徐汇,衡山路,兴国路157号,121.4432412,31.2139721,,,
2363,浦东,张江,胡姬花园,121.59331,31.213937,,,
2241,黄浦,打浦桥,泰康路21号,121.47722,31.21393094,,,
69,黄浦,打浦桥,建国西路25弄,121.4723274,31.21390855,,,
1435,长宁,新华路,迎龙大厦(公寓),121.4272726,31.21387782,,,
684,长宁,新华路,云阳花苑,121.4319924,31.21387273,,,
1379,黄浦,淮海中路,建国西路146号,121.4706484,31.21380332,,,
1193,长宁,中山公园,天山二村,121.4133332,31.21371128,,,
333,浦东,花木,金桂小区,121.556046,31.213688,,,
857,黄浦,蓬莱公园,东元坊,121.502164,31.21367623,,,
749,长宁,北新泾,仙霞里,121.3727317,31.21366233,,,
1642,徐汇,建国西路,襄阳南路388弄,121.4643599,31.21360836,,,
412,长宁,仙霞,芙蓉小区,121.4026838,31.213594,,,
733,闵行,华漕,九方家园,121.2953774,31.2134473,,,
2780,长宁,新华路,法华镇路878弄,121.42573,31.21341989,,,
306,黄浦,淮海中路,建国西路158弄,121.4694375,31.21341395,,,
2333,徐汇,建国西路,岳阳路79弄,121.4587469,31.21336646,,,
1529,徐汇,衡山路,中南新村,121.44879,31.21333419,,,
2626,长宁,新华路,西镇小区(长宁),121.428412,31.213316,,,
1063,长宁,新华路,番禺路222弄11支弄,121.4347164,31.21328755,,,
3076,浦东,塘桥,龙阳小区,121.526973,31.21326,,,
2352,徐汇,衡山路,武康路280弄(公房),121.4450805,31.21322447,,,
2478,黄浦,五里桥,局门路165号,121.4871135,31.21317043,,,
2524,闵行,华漕,紫堤坊,121.3028418,31.21312491,,,
1150,长宁,虹桥,中紫小区,121.4171578,31.21309314,,,
3153,浦东,塘桥,微山三村,121.5176692,31.21303469,,,
1013,长宁,新华路,杨宅路2号,121.426514,31.213014,,,
2270,长宁,仙霞,仙逸小区,121.3982038,31.21299338,,,
116,黄浦,五里桥,蒙西小区,121.4820923,31.21296103,,,
1987,黄浦,五里桥,丽园路642号,121.4867968,31.21293486,,,
499,黄浦,五里桥,丽园路574弄,121.487858,31.21288622,,,
393,黄浦,打浦桥,双钱公寓,121.4761598,31.21286475,,,
1548,浦东,花木,牡丹小区(浦东),121.552339,31.212829,,,
28,黄浦,五里桥,丽园路710弄,121.4855036,31.2128229,,,
2939,黄浦,蓬莱公园,黄浦华庭,121.497147,31.21280484,,,
3071,长宁,北新泾,金虹苑小区,121.3744976,31.21278685,,,
2103,长宁,新华路,杨宅小区,121.4275904,31.212742,,,
2610,黄浦,蓬莱公园,瞿溪路115-131号,121.5016018,31.21270523,,,
2742,长宁,新华路,新华世纪园,121.4250747,31.21265721,,,
369,长宁,新华路,法华镇路635弄,121.428869,31.2126569,,,
937,闵行,华漕,紫堤苑,121.3043191,31.21262656,,,
1756,徐汇,衡山路,永福第六小区,121.4442002,31.21261544,,,
2926,长宁,虹桥,娄山关路440弄,121.4101743,31.21259745,,,
1809,长宁,仙霞,新乐小区,121.388959,31.2125012,,,
1760,浦东,唐镇,保利御樽苑(公寓),121.657633,31.212469,,,
1939,长宁,仙霞,威宁大楼,121.390908,31.21241685,,,
2218,徐汇,建国西路,襄阳南路452弄,121.464185,31.21241484,,,
243,闵行,华漕,尚品华庭,121.324562,31.21241183,,,
2344,长宁,虹桥,紫云大厦,121.4167114,31.21240396,,,
1265,长宁,新华路,番禺大厦,121.4338789,31.21233678,,,
3045,徐汇,建国西路,嘉御庭,121.465915,31.21228853,,,
281,闵行,华漕,金丰小区北区（121弄）,121.2897304,31.21221576,,,
70,黄浦,五里桥,开城新苑,121.4833051,31.21219472,,,
399,长宁,新华路,番禺路222弄,121.433932,31.21219286,,,
1411,徐汇,衡山路,泰安路27弄,121.4442965,31.2121538,,,
2577,浦东,杨东,锦绣满堂北区,121.547277,31.212121,,,
1903,长宁,北新泾,可乐公馆,121.366807,31.21207844,,,
892,长宁,新华路,知音小区,121.4259761,31.21201134,,,
2119,黄浦,打浦桥,日月光中心伯爵居,121.4752169,31.21201126,,,
2053,长宁,新华路,申亚新华府,121.4270999,31.2120057,,,
1707,黄浦,五里桥,丽丽小区,121.488528,31.21200385,,,
2540,长宁,虹桥,仙霞路133弄,121.4111654,31.2118675,,,
2773,长宁,西郊,西郊豪庭,121.3667906,31.21184974,,,
2457,黄浦,蓬莱公园,瞿二小区,121.4955906,31.21181661,,,
1410,徐汇,建国西路,合群坊,121.4637551,31.21178758,,,
2362,长宁,新华路,化工小区(长宁),121.4295222,31.21166273,,,
1451,浦东,塘桥,东南华庭,121.52355,31.211609,,,
1002,闵行,华漕,爱博二村,121.3130358,31.2115822,,,
741,徐汇,徐家汇,创世纪花园,121.3847395,31.2115683,,,
1043,长宁,虹桥,联建新村(长宁),121.4149965,31.21149935,,,
1240,长宁,新华路,海富公寓,121.4334185,31.2114931,,,
1621,长宁,新华路,又一村(长宁),121.436582,31.211491,,,
2640,徐汇,衡山路,兴国路271弄,121.4441251,31.21138786,,,
2873,浦东,塘桥,贵龙园,121.533071,31.211385,,,
313,长宁,仙霞,银鑫公寓,121.3946505,31.21129451,,,
1968,黄浦,五里桥,北蒙三小区,121.483375,31.21126911,,,
1199,长宁,新华路,敬老邨,121.4261762,31.21123513,,,
2321,长宁,虹桥,太阳广场,121.41029,31.211159,,,
261,黄浦,五里桥,丽园新村,121.4900738,31.2111448,,,
296,长宁,中山公园,新风小区,121.4266683,31.21114356,,,
1471,长宁,镇宁路,泰安路125弄,121.440745,31.211062,,,
735,长宁,新华路,法华镇路588弄,121.4281323,31.21101215,,,
1103,黄浦,蓬莱公园,西凌新邨,121.4930752,31.21097169,,,
3175,徐汇,衡山路,永嘉大楼,121.455742,31.21095285,,,
1604,浦东,杨东,锦绣苑,121.5489776,31.21090451,,,
2311,长宁,北新泾,绿园十一村,121.3649633,31.21088814,,,
2158,浦东,杨东,上海绿城,121.540473,31.210884,,,
1112,黄浦,打浦桥,大同花园南区,121.4795939,31.21086375,,,
1220,长宁,新华路,百花村,121.4304634,31.21085518,,,
3015,闵行,华漕,爱博一村,121.3175605,31.21083093,,,
2096,长宁,仙霞,虹仙小区,121.3913189,31.21072708,,,
231,徐汇,衡山路,衡山路58弄,121.452167,31.21064114,,,
1651,浦东,杨东,锦绣天第花园,121.543646,31.21064083,,,
2044,徐汇,建国西路,新家坡美树馆,121.467632,31.210624,,,
1489,长宁,仙霞,虹古大楼,121.3946949,31.21060663,,,
3010,长宁,仙霞,虹城公寓,121.399156,31.21060454,,,
1542,长宁,新华路,香花桥小区,121.4320193,31.21039754,,,
2220,徐汇,衡山路,乌鲁木齐南路149号,121.4556697,31.2103306,,,
1313,徐汇,衡山路,康平大楼,121.4500001,31.21031469,,,
2879,闵行,华漕,紫薇二村,121.3040713,31.21028272,,,
1089,长宁,新华路,法华镇路363弄,121.4346915,31.21027956,,,
2818,徐汇,衡山路,懿园,121.4565497,31.2102767,,,
1892,徐汇,衡山路,康平路67号,121.4500826,31.21025732,,,
56,长宁,仙霞,虹霞小区,121.39618,31.21024211,,,
2763,黄浦,五里桥,桃源兴城苑,121.4836816,31.21019764,,,
458,长宁,新华路,法华镇路315弄,121.4349487,31.21016829,,,
2243,黄浦,打浦桥,南塘浜路93弄,121.4804805,31.21011996,,,
2277,长宁,仙霞,虹景小区,121.3994729,31.20997604,,,
13,长宁,虹桥,锦明大厦,121.4132888,31.20983126,,,
1192,长宁,镇宁路,华山花苑,121.4419314,31.20975706,,,
352,黄浦,世博滨江,市民新村,121.4996005,31.20973683,,,
2354,徐汇,建国西路,襄阳南路389弄,121.464514,31.213456,,,
2805,徐汇,建国西路,立地公寓,121.467647,31.216528,,,
2447,黄浦,五里桥,五里桥路269弄,121.485939,31.2095841,,,
509,徐汇,衡山路,华强公寓,121.45237,31.20950697,,,
2214,浦东,花木,盛第大厦,121.5562754,31.20946404,,,
871,徐汇,斜土路,瑞嘉公寓,121.4715938,31.20946319,,,
3181,浦东,塘桥,中远行家,121.535568,31.209452,,,
699,长宁,虹桥,金桥大厦,121.4140655,31.20943917,,,
2356,黄浦,打浦桥,海丽花园,121.4762632,31.20930127,,,
629,浦东,花木,新领地,121.556833,31.209163,,,
1323,黄浦,蓬莱公园,瞿溪路463弄,121.494563,31.20911287,,,
2533,长宁,新华路,文苑小区(长宁),121.4287819,31.20907442,,,
1584,长宁,新华路,邮局小区,121.4345378,31.20897782,,,
2049,长宁,新华路,文缘村,121.4307558,31.20897751,,,
1710,黄浦,世博滨江,弘辉名苑,121.4963738,31.20889505,,,
1608,闵行,华漕,万科时一区（四期）,121.3165184,31.20889289,,,
2527,长宁,新华路,新华路261弄,121.4337459,31.2088854,,,
2517,闵行,华漕,万科时一区(二期）,121.318715,31.208871,,,
2972,浦东,花木,梅花新村(花木),121.5539234,31.20886694,,,
379,徐汇,衡山路,长鑫公馆,121.451214,31.20878108,,,
1086,黄浦,五里桥,桥一小区,121.487565,31.208687,,,
60,浦东,张江,建中路171弄,121.620655,31.208514,,,
244,黄浦,五里桥,汝南街小区,121.4909633,31.20845655,,,
409,黄浦,蓬莱公园,明珠家园(黄浦),121.4940482,31.20841801,,,
1198,长宁,新华路,红庄小区,121.439753,31.20838096,,,
2171,闵行,华漕,紫薇新村,121.30419,31.20826514,,,
1695,徐汇,衡山路,高安路9弄,121.450808,31.20825271,,,
2074,徐汇,建国西路,伊泰利大厦,121.4615786,31.20821742,,,
1977,徐汇,斜土路,汇峰鼎园,121.473226,31.208135,,,
371,徐汇,斜土路,卫星大楼,121.4649526,31.20806871,,,
2131,徐汇,徐家汇,天平路130弄,121.4438621,31.20806099,,,
2849,长宁,新华路,鸿发苑,121.4388741,31.20804245,,,
2251,浦东,张江,张江汤臣豪园(二期),121.604081,31.207961,,,
2261,黄浦,五里桥,蒙自路440弄,121.4854366,31.20795312,,,
2832,黄浦,世博滨江,唐家宅小区,121.4952508,31.20777105,,,
3011,黄浦,打浦桥,明德坊,121.480025,31.20776888,,,
2620,黄浦,打浦桥,海悦花园,121.4809612,31.20762542,,,
1339,闵行,华漕,美邻苑,121.2894557,31.20757886,,,
2386,浦东,塘桥,欣晟家园,121.53403,31.207559,,,
2179,徐汇,斜土路,嘉瑞花苑,121.4693161,31.20754149,,,
2756,徐汇,衡山路,吴兴大楼,121.4508024,31.20748466,,,
1109,浦东,花木,杏花新苑,121.554622,31.20738688,,,
2588,长宁,新华路,纺大小区,121.4223111,31.20736057,,,
809,徐汇,衡山路,乌鲁木齐南路183弄,121.4565302,31.20732158,,,
308,浦东,北蔡,万邦都市花园,121.559498,31.207294,,,
3107,黄浦,打浦桥,打浦路210弄,121.4774588,31.20725595,,,
2057,长宁,虹桥,虹日小区,121.397445,31.2072029,,,
914,长宁,虹桥,伊犁小区,121.41472,31.20719888,,,
147,徐汇,斜土路,福华花苑,121.4721983,31.20712646,,,
2863,长宁,新华路,浦江大厦,121.428874,31.20695797,,,
184,黄浦,五里桥,卢湾都市花园,121.4834999,31.20687697,,,
40,徐汇,衡山路,高欣公寓,121.4570247,31.20683976,,,
87,长宁,虹桥,西郊华庭,121.3934868,31.20682153,,,
2876,黄浦,世博滨江,黄浦滩名苑,121.4997798,31.20678262,,,
2269,黄浦,世博滨江,瞿四小区,121.4928419,31.20676849,,,
332,徐汇,斜土路,金巢铂瑞阁,121.47114,31.206757,,,
3101,徐汇,衡山路,高安路78弄,121.45278,31.20673328,,,
1797,浦东,唐镇,玉兰香苑(四期),121.644885,31.206714,,,
2685,浦东,南码头,东三街30号,121.5143618,31.20670301,,,
2935,长宁,新华路,安东小区,121.4248636,31.20663614,,,
1284,长宁,新华路,新华名门,121.432332,31.20652364,,,
2566,长宁,新华路,淮海花园,121.4354038,31.20649684,,,
370,闵行,华漕,涞港星苑,121.3072481,31.20641885,,,
2783,长宁,新华路,中银淮海苑,121.4333382,31.20639577,,,
1081,浦东,张江,春港丽园(公寓),121.629093,31.206376,,,
688,闵行,华漕,西郊庄园马德里洋房,121.296842,31.20633,,,
1729,长宁,新华路,新华公寓,121.4295155,31.20631106,,,
1967,徐汇,衡山路,建国西路695弄,121.450201,31.20630596,,,
498,浦东,南码头,光鸿苑,121.521813,31.206273,,,
1593,黄浦,打浦桥,瑞南新苑,121.475281,31.20621107,,,
1972,长宁,虹桥,安顺小区,121.4185774,31.20617804,,,
128,青浦,赵巷,崧雅路77弄,121.4192476,31.20615524,,,
2632,徐汇,徐家汇,枫林大楼,121.4596387,31.20612443,,,
2613,浦东,杨东,爱家亚洲花园一期,121.5433855,31.20612412,,,
652,徐汇,衡山路,百安小区,121.4531967,31.20607517,,,
0,徐汇,斜土路,汇成桂苑,121.4654268,31.20602243,,,
2618,浦东,张江,张江汤臣豪园(四期),121.5943631,31.20602088,,,
2895,浦东,张江,张江汤臣豪园(一期)(公寓),121.594514,31.20599,,,
2152,徐汇,徐家汇,天平路222弄,121.4440957,31.20594243,,,
2512,徐汇,斜土路,瑞金南苑,121.4737332,31.20586576,,,
62,黄浦,打浦桥,五岭小区,121.4799635,31.20579781,,,
2106,徐汇,斜土路,大木小区,121.469376,31.20572484,,,
2815,浦东,张江,玉兰香苑一期A块,121.6398718,31.20570993,,,
1279,徐汇,衡山路,公安大楼(徐汇),121.45135,31.2056399,,,
707,长宁,新华路,虹桥府邸,121.4216046,31.20561836,,,
1920,黄浦,世博滨江,中山南一路256弄,121.4937862,31.20560986,,,
2378,长宁,虹桥,爱建小区,121.4160604,31.20560842,,,
108,徐汇,斜土路,斜土路1218号,121.4717948,31.20552462,,,
1662,徐汇,徐家汇,天平路139号,121.44474,31.20545087,,,
53,浦东,杨东,爱家亚洲花园二期,121.5427591,31.20544763,,,
1058,黄浦,打浦桥,斜土新村,121.4770383,31.20542763,,,
1679,黄浦,打浦桥,打浦路339弄,121.4785523,31.20529675,,,
1527,浦东,南码头,西三里桥路9弄,121.513274,31.205187,,,
242,浦东,张江,张江汤臣豪园(三期),121.604165,31.205163,,,
1504,长宁,新华路,中华小区,121.4235475,31.2051396,,,
2094,长宁,虹桥,中华别墅,121.4149026,31.20509197,,,
2397,黄浦,世博滨江,制造局路779-781号,121.492355,31.205043,,,
1437,黄浦,世博滨江,耀江花园,121.4991714,31.20502139,,,
1019,长宁,虹桥,虹桥小区,121.416997,31.20487445,,,
461,浦东,南码头,临沂一村,121.5194044,31.20482333,,,
37,长宁,虹桥,虹储小区,121.4184943,31.20480789,,,
3167,浦东,南码头,胶南小区,121.5167148,31.20473098,,,
1461,徐汇,徐家汇,乐山一村,121.4362458,31.20467021,,,
1503,长宁,虹桥,锦苑公寓,121.396884,31.20466589,,,
2930,黄浦,打浦桥,瞿溪路1032弄,121.482087,31.20466411,,,
1287,黄浦,五里桥,华丽家族汇景天地(商业类),121.4843749,31.20456095,,,
3025,黄浦,世博滨江,南康公寓,121.4930581,31.20454396,,,
146,徐汇,斜土路,小木桥路227弄,121.4645643,31.20439246,,,
2038,长宁,虹桥,虹一小区,121.4197151,31.20430884,,,
679,徐汇,斜土路,远雄徐汇园,121.470439,31.20421254,,,
1736,浦东,川沙,新德路506弄,121.7000872,31.20409394,,,
376,黄浦,世博滨江,融创滨江壹号院,121.4916498,31.20408212,,,
1957,长宁,西郊,西郊宝成花苑,121.368643,31.20405888,,,
126,浦东,川沙,北城小区,121.707646,31.204042,,,
1123,徐汇,斜土路,银亿徐汇酩悦,121.4663588,31.20399356,,,
1477,徐汇,斜土路,斜土路1358弄,121.4689989,31.20398537,,,
132,长宁,新华路,长顺路20号,121.4250053,31.2039439,,,
593,徐汇,徐家汇,青松小区,121.4556319,31.20374005,,,
724,浦东,南码头,沂南路54弄,121.5163556,31.20370453,,,
3120,徐汇,斜土路,日晖七村,121.4661761,31.20370399,,,
2240,徐汇,徐家汇,肇嘉浜路853弄,121.452797,31.203702,,,
1028,长宁,古北,民航古北公寓,121.4069056,31.20369704,,,
1703,浦东,北蔡,惠德新邨,121.569748,31.203589,,,
1518,长宁,古北,东湖小区,121.3972074,31.20357758,,,
2700,徐汇,徐家汇,石油公寓,121.4397051,31.20353658,,,
2590,黄浦,打浦桥,南园新村,121.4807533,31.20352778,,,
2033,长宁,虹桥,虹桥路1031号,121.419828,31.20339767,,,
2766,徐汇,徐家汇,乐山二村,121.437117,31.20330385,,,
1950,黄浦,打浦桥,瞿西新村,121.4773061,31.20323983,,,
68,徐汇,徐家汇,乐山四五村,121.4387349,31.20323435,,,
675,浦东,南码头,海关大楼,121.5177635,31.20320547,,,
623,青浦,徐泾,玉兰清苑,121.3044977,31.20315705,,,
246,闵行,金汇,新东苑国际酒店式公寓,121.2842868,31.20314864,,,
3012,浦东,张江,益丰新村,121.637967,31.203094,,,
2552,浦东,川沙,凌川佳苑,121.72833,31.20301814,,,
1429,长宁,虹桥,虹东小区,121.4211814,31.20297667,,,
2867,浦东,北蔡,聚龙家园,121.57504,31.202976,,,
3172,黄浦,打浦桥,南园小区,121.480363,31.20297489,,,
790,徐汇,徐家汇,橡胶小区,121.4530019,31.20288932,,,
2767,徐汇,徐家汇,淮海鑫城苑,121.4312838,31.20283667,,,
3105,徐汇,徐家汇,秀山支路5弄,121.4369833,31.20274756,,,
1696,浦东,南码头,东方城市花园(二期),121.5306401,31.20265745,,,
701,徐汇,斜土路,茶陵路149号,121.4740574,31.20262479,,,
265,徐汇,徐家汇,名仕苑,121.4411649,31.20259598,,,
739,黄浦,世博滨江,申龙大楼,121.4827632,31.20242239,,,
465,黄浦,打浦桥,打浦路500弄,121.4796246,31.20233622,,,
3080,徐汇,徐家汇,乐山大楼,121.4396517,31.20232047,,,
1832,黄浦,世博滨江,绿地黄浦滨江,121.48806,31.20230989,,,
1173,黄浦,世博滨江,铁道路676-684号,121.4830888,31.20228595,,,
1496,长宁,古北,御翠豪庭,121.406373,31.20228,,,
3096,浦东,川沙,石皮路小区,121.709008,31.202279,,,
1925,浦东,南码头,临沂大楼,121.5249639,31.20225846,,,
1905,徐汇,斜土路,协和公寓,121.4693172,31.20225437,,,
2282,黄浦,打浦桥,中山南一路1043弄,121.4791345,31.20219143,,,
2781,闵行,七宝,保利名苑(别墅),121.3848754,31.20215221,,,
1837,徐汇,徐家汇,兆丰帝景苑,121.4498313,31.20209282,,,
1955,长宁,古北,古北国际花园,121.40878,31.20190302,,,
1381,徐汇,徐家汇,虹二小区,121.4318313,31.2018614,,,
3141,浦东,川沙,金象华庭,121.6847018,31.20184897,,,
443,徐汇,斜土路,茶陵小区,121.4745322,31.20180889,,,
1171,浦东,张江,玉兰香苑二期A块,121.634997,31.201591,,,
2224,浦东,川沙,新德公寓(浦东),121.694744,31.201568,,,
1595,浦东,北蔡,培花久远公寓,121.566442,31.201565,,,
1497,长宁,古北,维多利亚(公寓),121.400929,31.20151375,,,
1120,长宁,古北,古北瑞仕花园,121.4107196,31.20145769,,,
2357,长宁,新华路,虹南大楼,121.4250821,31.20139584,,,
2893,浦东,南码头,临沂七村,121.5207364,31.20124804,,,
1010,徐汇,徐家汇,乐山八九村,121.4359049,31.20120627,,,
555,徐汇,徐家汇,斜土路1674弄,121.4613435,31.20118874,,,
21,长宁,古北,马赛花园,121.402917,31.20116287,,,
247,浦东,北蔡,陆家嘴锦绣前城,121.5406,31.201036,,,
1737,浦东,北蔡,花木新村,121.564083,31.200952,,,
1493,徐汇,斜土路,零陵公寓,121.4704107,31.20086101,,,
708,长宁,古北,巴黎花园,121.4014181,31.20080912,,,
456,徐汇,斜土路,西木小区,121.464971,31.200581,,,
763,徐汇,徐家汇,虹枫大楼,121.4374462,31.20057545,,,
3158,青浦,重固,摩登蜂巢,121.2039043,31.20045383,,,
2803,徐汇,斜土路,日晖二村,121.472879,31.200243,,,
2469,浦东,南码头,临沂二村,121.5170888,31.20010649,,,
2249,徐汇,徐家汇,广元西路420弄,121.4370487,31.20008804,,,
2934,徐汇,徐家汇,虹桥乐庭,121.4326146,31.20006541,,,
897,长宁,古北,古北嘉年华庭,121.4151248,31.20001112,,,
2108,长宁,古北,鹿特丹花园,121.4017163,31.1998505,,,
2667,长宁,古北,古北国际广场,121.4125153,31.19979058,,,
1857,长宁,新华路,长虹小区,121.4278329,31.19977081,,,
2598,黄浦,世博滨江,卢湾城市花园,121.4835565,31.19969714,,,
2750,长宁,古北,广场大厦,121.3989206,31.19967985,,,
838,徐汇,徐家汇,阳光名苑,121.455983,31.19955907,,,
