,行政区,街区,小区,经度,纬度
1884,静安,彭浦,泉灵小区,121.447495,31.31603111
1510,宝山,共康,共和新苑,121.4475265,31.33481875
3166,徐汇,衡山路,武康路97号,121.4475675,31.21787935
1890,普陀,长寿路,华侨城,121.447622,31.24654286
3054,徐汇,徐家汇,上影公寓,121.4476467,31.19095282
2964,浦东,源深,桃林小区,121.4476668,31.15032535
1434,静安,曹家渡,四和花园,121.4476677,31.23357738
470,徐汇,万体馆,龙吴路9弄,121.447698,31.18858682
1294,普陀,中远两湾城,中远两湾城,121.4476989,31.25805502
3179,静安,静安寺,乌鲁木齐北路100弄,121.4477268,31.22999508
2384,静安,静安寺,愚谷村,121.4477323,31.22880393
2721,宝山,杨行,杨泰二村,121.4477618,31.37598434
2328,徐汇,龙华,宛南五村,121.4477703,31.19891636
1463,普陀,长寿路,浅水湾恺悦名城,121.4479274,31.25497977
1725,静安,江宁路,静安凤凰苑,121.4479899,31.24005851
525,徐汇,龙华,申航小区,121.4480469,31.18436215
939,宝山,张庙,呼玛三村,121.448102,31.34571239
19,徐汇,徐家汇,海天公寓,121.4481427,31.19776945
1480,宝山,张庙,冶金小区(宝山),121.4482511,31.34298631
1333,徐汇,徐家汇,华狮国际公寓,121.4482714,31.19707966
1653,徐汇,徐家汇,上海五月天(公寓),121.4482848,31.19408377
2679,静安,大宁,歌林春天馨园,121.448598,31.27777389
736,静安,江宁路,达安锦园,121.448601,31.24436189
330,普陀,甘泉宜川,悠诗阁,121.4486389,31.27362346
2852,静安,彭浦,闻喜路1223弄,121.4487221,31.31366218
1316,静安,曹家渡,胶州路424弄,121.4487223,31.23748652
1277,普陀,长寿路,富丽大厦,121.4487419,31.25232335
2569,徐汇,徐家汇,永新城,121.4487544,31.19845341
1529,徐汇,衡山路,中南新村,121.44879,31.21333419
3165,徐汇,徐家汇,南天大楼,121.4490683,31.19694664
1686,普陀,甘泉宜川,宜川三村,121.4491744,31.26443909
2382,普陀,长寿路,玉城宝都大厦,121.4491776,31.247866
1367,静安,静安寺,百乐小区,121.4494988,31.23056818
2433,静安,静安寺,百乐门小区,121.4494988,31.23056818
2787,闵行,吴泾,永德宝邸（北区）,121.4495366,31.05050456
1018,徐汇,徐家汇,嘉汇国际广场,121.4495923,31.19463662
543,静安,永和,幸福第一公寓,121.4496037,31.31036609
456,徐汇,斜土路,西木小区,121.449621,31.18520083
2747,徐汇,斜土路,肇嘉浜路107弄,121.449621,31.18520083
2803,徐汇,斜土路,日晖二村,121.449621,31.18520083
993,普陀,长寿路,九茂小区,121.4496248,31.24675697
667,普陀,甘泉宜川,宜川四村,121.4497404,31.27119088
1837,徐汇,徐家汇,兆丰帝景苑,121.4498313,31.20209282
2897,徐汇,衡山路,五原路210弄,121.449852,31.21833981
124,普陀,长寿路,圣天地服务式公寓,121.4499105,31.24999456
1313,徐汇,衡山路,康平大楼,121.4500001,31.21031469
2662,宝山,张庙,龙缘花园,121.450006,31.3437369
1892,徐汇,衡山路,康平路67号,121.4500826,31.21025732
1967,徐汇,衡山路,建国西路695弄,121.450201,31.20630596
2993,静安,江宁路,西康路828号,121.4504034,31.24417279
2532,徐汇,万体馆,北海大厦,121.450426,31.18996684
42,徐汇,徐家汇,斜土路2588号,121.4504354,31.19396631
1478,普陀,甘泉宜川,宜川五村,121.450468,31.26748918
607,普陀,甘泉宜川,和丰苑,121.45049,31.26239744
1625,静安,静安寺,宝城大楼,121.4504918,31.2232482
1801,徐汇,万体馆,龙吴路13弄,121.4506839,31.17957268
2703,徐汇,龙华,协昌小区,121.4506936,31.18579606
2084,徐汇,植物园,东泉小区,121.4507119,31.16210249
2008,徐汇,衡山路,五原路249号,121.4507163,31.21849005
2925,徐汇,龙华,徐汇苑,121.4507671,31.1840441
144,徐汇,徐家汇,王家堂小区,121.4507808,31.19578449
2756,徐汇,衡山路,吴兴大楼,121.4508024,31.20748466
379,徐汇,衡山路,长鑫公馆,121.450808,31.20825271
1695,徐汇,衡山路,高安路9弄,121.450808,31.20825271
2030,徐汇,衡山路,淮海中路1590弄,121.450811,31.21510884
1893,静安,静安寺,瑞芝邨,121.4508449,31.23335506
198,徐汇,徐家汇,零陵小区,121.4509931,31.19350457
2231,徐汇,衡山路,亦园,121.4510793,31.22086386
279,宝山,通河,银和家园,121.45108,31.33533886
1165,宝山,张庙,通河三村,121.4510871,31.33956314
1901,闵行,吴泾,塘泾北苑,121.4512119,31.0504242
1279,徐汇,衡山路,公安大楼(徐汇),121.45135,31.2056399
655,徐汇,龙华,强生花苑,121.4514513,31.18215571
1561,徐汇,衡山路,常熟路228弄,121.4514565,31.21894464
2485,静安,江宁路,海防村,121.4515001,31.24490535
1206,徐汇,龙华,宛南六村,121.4515517,31.18571049
1488,宝山,通河,通河四村,121.451562,31.33738585
1739,宝山,杨行,润杨名邸,121.4515788,31.38201345
2279,徐汇,龙华,煤科公寓,121.4516333,31.18688627
1064,静安,江宁路,静安艺庭,121.4516986,31.24413088
2851,徐汇,徐家汇,宛平南路268弄,121.4518029,31.1990159
407,静安,江宁路,君御豪庭,121.4518128,31.24121565
290,静安,彭浦,临汾路1060弄,121.4518223,31.31757946
2854,徐汇,衡山路,乌鲁木齐中路166弄,121.4518547,31.21991178
1067,静安,江宁路,又一村(静安),121.4520472,31.23597958
383,奉贤,西渡,新南家园,121.4520477,30.99892487
2117,静安,彭浦,阳曲路470弄,121.452065,31.32016801
2173,普陀,甘泉宜川,龚家宅,121.4520984,31.26193713
1215,闵行,吴泾,万乐城(商业类),121.4521527,31.04491722
2458,徐汇,衡山路,汇贤居,121.4521653,31.22142838
231,徐汇,衡山路,衡山路58弄,121.452167,31.21064114
357,徐汇,万体馆,龙山新村,121.4522065,31.1906487
1399,静安,江宁路,海防路403弄,121.4522359,31.24415133
1468,静安,彭浦,艺康苑,121.4523066,31.32340522
2222,静安,静安寺,御华山,121.4523608,31.2248119
1799,徐汇,龙华,中煌大厦,121.4523631,31.1871969
509,徐汇,衡山路,华强公寓,121.45237,31.20950697
1843,徐汇,徐家汇,天际花园,121.4523728,31.19777439
2932,闵行,吴泾,万乐城(公寓),121.45245,31.04469887
1856,徐汇,徐家汇,爱博大厦,121.4525934,31.19491494
57,静安,静安寺,赵家桥小区,121.4525971,31.23278806
2012,浦东,金杨,金桥瑞仕花园,121.452701,31.27471944
2490,徐汇,龙华,上缝小区,121.452774,31.17872584
3101,徐汇,衡山路,高安路78弄,121.45278,31.20673328
2240,徐汇,徐家汇,肇嘉浜路853弄,121.4527973,31.20370198
2989,奉贤,南桥,贝港北区（二区）,121.452819,30.92216688
391,静安,永和,幸福新苑,121.452853,31.30985087
1267,静安,江宁路,华通大厦,121.452926,31.24156091
2364,徐汇,万体馆,天钥新村,121.4529302,31.19206189
1233,闵行,吴泾,新华小区（龙吴路5599弄）,121.45296,31.02447388
1916,徐汇,长桥,罗秀新村,121.452962,31.14006256
2487,徐汇,植物园,罗秀三村,121.4530178,31.1405421
790,徐汇,徐家汇,橡胶小区,121.4530572,31.20289057
1838,徐汇,衡山路,上海新邨,121.453146,31.21470489
652,徐汇,衡山路,百安小区,121.4531967,31.20607517
2334,静安,大宁,大宁龙盛雅苑,121.4532044,31.27735316
2909,静安,大宁,永乐苑,121.4532395,31.27190671
1873,静安,江宁路,静安枫景苑,121.4533076,31.23720485
1660,宝山,张庙,呼玛二村,121.4533097,31.34725655
2409,奉贤,西渡,金都雅苑,121.4533454,30.99613459
2295,静安,彭浦,闻喜小区,121.453365,31.31257592
1723,静安,江宁路,静安豪景苑,121.4533846,31.23918623
804,徐汇,衡山路,乌中小区,121.4533973,31.21847183
294,普陀,长寿路,澳门新苑,121.4534241,31.25298584
20,静安,阳城,阳城贵都,121.4534318,31.23384493
887,静安,彭浦,曲沃路205号,121.4534318,31.23384493
1560,静安,大宁,洛川中路901弄,121.4534318,31.23384493
1795,静安,彭浦,岭南路100弄,121.4534318,31.23384493
2246,静安,大宁,洛川中路920号,121.4534318,31.23384493
2422,静安,大宁,沪太路651弄,121.4534318,31.23384493
2480,静安,彭浦,星纪花苑,121.453517,31.31978155
1025,奉贤,南桥,贝港南区（六区，新村南区）,121.4535598,30.91435993
3150,静安,大宁,久乐苑,121.453659,31.27292045
955,徐汇,衡山路,信和别墅,121.4536902,31.22023427
1989,徐汇,衡山路,五原路96弄,121.4536963,31.21947025
1030,宝山,杨行,杨鑫佳苑,121.4537166,31.37771459
3145,徐汇,衡山路,五原路84弄,121.4538577,31.21961416
718,徐汇,徐家汇,爱邦大厦,121.4539623,31.19456959
229,徐汇,华泾,馨宁公寓,121.4540578,31.13474675
2521,宝山,通河,通河八村,121.4540906,31.3358376
459,徐汇,植物园,中恒苑,121.4541887,31.14610371
1622,徐汇,华泾,华泾四村,121.454281,31.12657297
34,静安,江宁路,康定大厦,121.4543546,31.23993565
1336,静安,大宁,绿色丽园,121.4543635,31.280257
2845,静安,江宁路,良清公寓,121.4545064,31.24242292
2365,宝山,张庙,民主花园,121.454689,31.32455814
646,徐汇,衡山路,桃江路38号,121.4547137,31.21565656
1580,静安,江宁路,伯龙公寓,121.4547531,31.23949822
3128,徐汇,衡山路,五原小区,121.4549273,31.22010618
1272,宝山,张庙,通河一村,121.4550589,31.34182506
311,徐汇,衡山路,常熟路163弄,121.4550881,31.22153461
771,宝山,张庙,共和小区,121.4553076,31.32684898
2758,静安,江宁路,海防路199号,121.4553273,31.24582028
1589,闵行,春申,景华新苑,121.45541,31.11947186
706,静安,江宁路,武定坊,121.4554761,31.23984055
593,徐汇,徐家汇,青松小区,121.4556319,31.20374005
2835,徐汇,衡山路,常熟路165号,121.4556551,31.22154804
2220,徐汇,衡山路,乌鲁木齐南路149号,121.4556697,31.2103306
3175,徐汇,衡山路,永嘉大楼,121.455742,31.21095285
420,静安,江宁路,句容小区,121.4557707,31.24696274
3112,静安,静安寺,景华新村,121.4558775,31.2260415
954,徐汇,徐家汇,红旗教师公寓,121.4559022,31.19748361
1759,闵行,吴泾,虹梅景苑三街坊,121.4560167,31.05159054
838,徐汇,徐家汇,阳光名苑,121.4560257,31.19957004
2266,静安,大宁,锦佳苑,121.4560502,31.27426034
2406,徐汇,龙华,宛南四村,121.4560612,31.18846766
2290,静安,江宁路,武定路569号,121.4561574,31.23935033
678,奉贤,南桥,阳光星期8,121.45625,30.91057584
2066,徐汇,建国西路,太原路18弄,121.4563359,31.2165778
2253,徐汇,植物园,百龙小区,121.4563415,31.15121247
905,徐汇,植物园,华滨家园,121.4564963,31.14627867
139,静安,江宁路,静安新格公寓,121.4565205,31.24267138
809,徐汇,衡山路,乌鲁木齐南路183弄,121.4565302,31.20732158
2818,徐汇,衡山路,懿园,121.4565497,31.2102767
460,静安,彭浦,康平小区,121.4566023,31.31847695
2949,静安,大宁,建银曙光小区,121.4566509,31.27625146
1359,徐汇,龙华,海波花苑,121.4566623,31.17612287
149,徐汇,徐家汇,斜土路2200弄,121.4567191,31.19753523
2884,静安,静安寺,长乐新村,121.4568417,31.22349717
3135,徐汇,龙华,宛南华侨新村,121.4568424,31.18705433
802,静安,大宁,新梅共和城,121.4568876,31.28602838
1700,宝山,通河,通河二村,121.4568973,31.33973845
2875,静安,不夜城,沪太家具大厦,121.4569071,31.26425621
2426,静安,南京西路,爱文坊,121.4569254,31.23574919
1447,静安,江宁路,陕西北路721弄,121.457022,31.24097498
40,徐汇,衡山路,高欣公寓,121.4570247,31.20683976
221,徐汇,龙华,宛南一村,121.4571096,31.19016061
1290,徐汇,植物园,华沁家园,121.4572091,31.1432574
866,徐汇,龙华,周家湾小区,121.4572369,31.17738744
2769,徐汇,建国西路,玉门公寓,121.4572482,31.21684656
2322,静安,江宁路,众乐小区,121.4572648,31.2394851
1807,徐汇,衡山路,华亭路83弄,121.4573009,31.22051282
1897,静安,江宁路,康宁大楼,121.4573597,31.24180976
980,静安,江宁路,静安河滨花园,121.457394,31.24774089
674,静安,不夜城,安源小区,121.4574231,31.25126115
1300,静安,南京西路,南阳小区,121.4574237,31.23389827
1158,静安,大宁,柳营路1025弄,121.457451,31.26862682
1802,静安,静安寺,延中小区,121.4575542,31.22740951
3027,静安,彭浦,场中小区,121.45759,31.3122104
1494,静安,南京西路,北京西路1280号,121.4576403,31.23546435
2922,徐汇,衡山路,长乐路611弄,121.4576971,31.22318358
734,静安,大宁,延长中路451弄,121.4579196,31.27676553
818,静安,大宁,童家浜小区,121.4579213,31.27473302
2065,徐汇,徐家汇,东安四村,121.4579548,31.19331552
373,静安,江宁路,三乐新村,121.4580246,31.24524071
1167,徐汇,龙华,俞一小区,121.4582716,31.17575435
324,静安,大宁,延长小区(闸北),121.4582912,31.27587404
777,静安,大宁,延铁小区,121.4582912,31.27587404
3062,宝山,通河,通河六村,121.4582924,31.33723588
1602,宝山,张庙,呼玛一村,121.4583018,31.34814388
1995,静安,静安寺,延安中路955弄,121.4583317,31.22860137
1709,宝山,通河,通河七村,121.4583458,31.33545398
2546,静安,静安寺,古柏小区,121.458461,31.22579482
868,静安,彭浦,闻喜路251弄,121.4585532,31.31456896
3183,徐汇,龙华,龙华路2373弄,121.458604,31.18816785
1415,静安,不夜城,华龙大酒店,121.458618,31.26202487
272,静安,江宁路,武定大楼,121.45867,31.24046153
2333,徐汇,建国西路,岳阳路79弄,121.4587469,31.21336646
1787,静安,大宁,悠和家园,121.4587797,31.27273388
1786,静安,大宁,悦公馆(永和东路),121.4588066,31.2947305
1355,徐汇,华泾,华发小区,121.4588351,31.13442428
2044,徐汇,建国西路,新家坡美树馆,121.4589135,31.20960464
2354,徐汇,建国西路,襄阳南路389弄,121.4589135,31.20960464
2805,徐汇,建国西路,立地公寓,121.4589135,31.20960464
2702,徐汇,龙华,东安五村,121.4590932,31.19072574
413,静安,大宁,泛欧现代大厦,121.45916,31.28692085
5,静安,大宁,共和新路2203弄,121.4592223,31.28346141
1997,静安,大宁,大宁金茂府,121.4592947,31.29278447
2675,徐汇,龙华,龙南六村,121.4593739,31.1623585
16,徐汇,华泾,中海瀛台,121.4594374,31.14733558
566,徐汇,华泾,光华绿苑,121.4594849,31.11750248
2292,徐汇,华泾,漓江花园三期,121.4595277,31.12459401
2238,徐汇,龙华,龙南七村,121.459623,31.16457283
2632,徐汇,徐家汇,枫林大楼,121.4596387,31.20612443
170,静安,南京西路,静安紫苑,121.459686,31.24044285
208,静安,不夜城,普铁新村,121.4597445,31.26274108
904,奉贤,南桥,解放新村,121.459842,30.91896384
1672,徐汇,衡山路,音苑小区,121.4598613,31.2182565
180,静安,静安寺,四明邨,121.4600856,31.22736829
1836,静安,彭浦,彭顺小区,121.4601386,31.31292322
2991,奉贤,南桥,新建西路49弄,121.4601769,30.92231698
2680,静安,大宁,上工新村,121.4602333,31.28100756
3134,奉贤,南桥,万科南桥传奇,121.4602973,30.93736512
880,静安,彭浦,平顺小区,121.4603519,31.31855523
2361,静安,大宁,普善新苑,121.4603731,31.26632436
1743,宝山,张庙,泗塘一村,121.4603998,31.34472743
2301,静安,大宁,仁恒静安世纪,121.4604185,31.30371588
2073,静安,大宁,明园森林都市,121.460433,31.2951469
692,静安,彭浦,平保小区,121.4604351,31.32334152
1177,徐汇,衡山路,上音小区,121.4604484,31.21826268
1616,徐汇,龙华,龙南五村,121.460453,31.16142792
3157,静安,大宁,宝华现代城,121.46046,31.28747655
2807,徐汇,华泾,紫阳花苑,121.4606297,31.12001072
947,静安,静安寺,长乐路638弄,121.4607526,31.22520786
285,徐汇,建国西路,新汾阳公寓,121.4607576,31.21705062
1766,静安,南京西路,申银发展大厦,121.4607643,31.24056249
1249,静安,彭浦,彭五小区,121.4608136,31.31599301
534,静安,南京西路,沧州大楼,121.4608215,31.23216728
454,徐汇,徐家汇,徐汇御苑,121.4609339,31.19883473
964,徐汇,龙华,丰三小区,121.4609465,31.17319162
1155,静安,南京西路,林村,121.4609829,31.23163456
235,静安,南京西路,骏豪国际,121.4611479,31.23492431
2141,徐汇,华泾,名人花苑,121.4611797,31.12147991
988,静安,南京西路,沁园村,121.4612027,31.23929761
555,徐汇,徐家汇,斜土路1674弄,121.4613435,31.20118874
468,静安,静安寺,襄乐大厦,121.4613523,31.22615148
3108,静安,南京西路,京西大楼,121.4613799,31.23618671
1781,静安,南京西路,泰府名邸,121.4614592,31.24224115
2075,静安,南京西路,江宁大楼,121.4615331,31.23573205
2074,徐汇,建国西路,伊泰利大厦,121.4615786,31.20821742
604,徐汇,龙华,龙南三四村,121.4616041,31.16228828
2472,宝山,张庙,长江西路1321号,121.4617469,31.34377846
1374,徐汇,徐家汇,东安二村,121.461751,31.19589848
305,奉贤,南桥,江海新村,121.4617526,30.91152346
963,静安,彭浦,平顺路941弄,121.4617724,31.32551363
1788,徐汇,龙华,金龙花苑牡丹园,121.4618302,31.1738006
1332,静安,静安寺,四方新城,121.4618439,31.22839973
2244,静安,不夜城,北美公寓,121.4620359,31.26459644
1937,徐汇,衡山路,襄北大楼,121.4620451,31.22353346
3144,静安,不夜城,中华新路890弄,121.4621634,31.26022093
104,宝山,张庙,泗塘三村,121.4621902,31.340167
3004,徐汇,徐汇滨江,保利西岸,121.4623956,31.18644273
157,静安,大宁,融创静安映,121.4624122,31.30342608
1639,徐汇,衡山路,汾阳路9弄,121.4624895,31.21998752
3056,静安,南京西路,花园公寓(静安),121.462584,31.23340284
2585,静安,大宁,新理想家园,121.4626842,31.27320031
1318,静安,大宁,福泰公寓,121.4627221,31.2709661
2085,静安,南京西路,远中风华园(公寓),121.4627454,31.23972925
1397,徐汇,华泾,盛华景苑,121.4628011,31.1146177
2966,静安,南京西路,新闸路1039弄,121.4628579,31.23944288
457,宝山,张庙,岭南雅苑,121.4631405,31.33086904
817,静安,不夜城,联通国际大厦,121.4631858,31.25138077
273,宝山,张庙,泗塘八村,121.463302,31.33619484
2631,静安,南京西路,陕西北路30弄,121.4633542,31.23054549
2305,静安,不夜城,长安路480弄,121.463411,31.24623197
2271,静安,静安寺,长乐路516弄,121.4635081,31.22636578
1350,静安,大宁,上海滩大宁城(公寓),121.4635246,31.26739742
1403,静安,不夜城,一天下大厦,121.4635409,31.24671205
474,静安,南京西路,重华新村,121.463548,31.2342038
872,徐汇,徐汇滨江,滨江小区,121.4635603,31.15871847
78,静安,闸北公园,延新小区,121.4635817,31.27738909
1953,静安,南京西路,康乐大楼(静安),121.4635857,31.23753322
1121,静安,大宁,慧芝湖花园（三期）,121.463752,31.28832156
1410,徐汇,建国西路,合群坊,121.4637551,31.21178758
1940,静安,大宁,大宁揽翠艺墅,121.463893,31.2951449
2091,静安,南京西路,泰兴路362弄,121.4638999,31.23906157
2218,徐汇,建国西路,襄阳南路452弄,121.4642884,31.21235007
390,静安,彭浦,阳景小区,121.464343,31.32469286
1642,徐汇,建国西路,襄阳南路388弄,121.4643599,31.21360836
404,徐汇,衡山路,陕西南路186弄,121.4644313,31.2251021
2965,静安,南京西路,威海路712号,121.464483,31.23260366
3049,徐汇,华泾,华泾绿苑,121.4645073,31.12007021
202,静安,不夜城,越秀苑,121.4645231,31.26137317
146,徐汇,斜土路,小木桥路227弄,121.4645643,31.20439246
1999,静安,南京西路,静安别墅,121.464673,31.23377986
204,徐汇,衡山路,东方巴黎,121.464745,31.22043484
793,静安,南京西路,太和小区,121.4647969,31.24318505
371,徐汇,斜土路,卫星大楼,121.4649526,31.20806871
630,静安,不夜城,都荟贤居,121.4649934,31.26284842
2230,徐汇,建国西路,襄阳南路277弄,121.4650134,31.21628935
469,奉贤,南桥,九华苑,121.4650346,30.93933741
2691,静安,南京西路,南西大楼,121.465072,31.23610589
319,宝山,张庙,共和三村,121.465124,31.32824485
2567,静安,彭浦,保德路425弄,121.4651443,31.32137072
107,徐汇,华泾,东湾小区,121.4653452,31.12903211
746,静安,南京西路,新福康里(公寓),121.4653901,31.24154431
0,徐汇,斜土路,汇成桂苑,121.4654268,31.20602243
946,静安,不夜城,博苑公寓,121.4655036,31.26236982
1557,徐汇,徐汇滨江,尚海湾豪庭,121.4655284,31.18511255
2259,静安,南京西路,太阳公寓(静安),121.4655344,31.23239601
1347,静安,大宁,冠华大楼,121.465679,31.26977286
2276,静安,南京西路,北京西路810-820号(双),121.4656811,31.23824089
3045,徐汇,建国西路,嘉御庭,121.465915,31.21228853
1325,静安,南京西路,国际丽都城,121.465945,31.23963755
603,静安,大宁,慧芝湖花园（一二期）,121.4660734,31.28771502
2784,静安,不夜城,永兴路973弄,121.4660761,31.25783793
164,徐汇,斜土路,枫林新村,121.4661323,31.19725499
3120,徐汇,斜土路,日晖七村,121.4661761,31.20370399
89,静安,南京西路,大华公寓(静安),121.466307,31.23680084
510,徐汇,徐汇滨江,百汇园,121.4663186,31.17908902
1123,徐汇,斜土路,银亿徐汇酩悦,121.4663588,31.20399356
302,静安,大宁,洛川中路1100弄,121.46643,31.26826098
105,静安,大宁,上大东村,121.4664833,31.28409966
528,宝山,张庙,泗塘五村,121.4665769,31.33817412
1949,静安,南京西路,南京西路860弄,121.466583,31.23703611
572,静安,不夜城,中海万锦城(一期),121.4667042,31.25690336
2258,徐汇,建国西路,嘉善路169弄,121.4667522,31.2151825
1698,宝山,张庙,泗塘四村,121.4669586,31.34244034
22,黄浦,淮海中路,淮海坊,121.4671475,31.22264131
240,静安,南京西路,静安四季苑,121.4671997,31.23589693
1942,静安,不夜城,中海万锦城(二期),121.4672408,31.25541782
2603,静安,南京西路,茂名公寓,121.4672813,31.23181103
925,静安,不夜城,芷江西路285弄,121.46735,31.26451186
173,徐汇,华泾,华欣家园,121.4673952,31.12581492
1862,静安,彭浦,岭南路270弄,121.4675849,31.26330179
2387,静安,南京西路,达安城,121.4676938,31.24226029
160,徐汇,徐汇滨江,尚海湾豪庭(二期）,121.4677888,31.1870612
1375,静安,闸北公园,延平小区,121.4678078,31.27882253
2071,静安,不夜城,共和新路970弄,121.46784,31.265309
2528,徐汇,建国西路,陕西南路550弄,121.4679254,31.21386917
523,静安,大宁,象屿大宁悦府,121.4680979,31.30216429
397,静安,南京西路,德义大楼,121.4681934,31.23732542
762,静安,不夜城,兴新小区,121.4682541,31.25866067
745,静安,闸北公园,洛川东路400弄,121.4682575,31.27556009
423,静安,西藏北路,中兴路一号,121.468532,31.25912478
2950,静安,彭浦,阳曲小区,121.46862,31.31817786
1704,静安,不夜城,富泉公寓,121.4686581,31.25528593
1195,奉贤,柘林,如意璟园,121.4688641,30.87796351
1926,黄浦,淮海中路,陕西南路271弄,121.468898,31.21416689
2002,奉贤,南桥,宝龙城市广场(奉贤),121.4689401,30.93625545
1477,徐汇,斜土路,斜土路1358弄,121.4689989,31.20398537
1209,闵行,吴泾,枫桦景苑一期,121.469003,31.04766344
1628,静安,大宁,粤秀名邸,121.4692027,31.30839787
2179,徐汇,斜土路,嘉瑞花苑,121.4693161,31.20754149
1905,徐汇,斜土路,协和公寓,121.4693172,31.20225437
553,静安,南京西路,石门一路31弄,121.4693373,31.23081683
2106,徐汇,斜土路,大木小区,121.469376,31.20572484
306,黄浦,淮海中路,建国西路158弄,121.469394,31.21318085
726,宝山,杨行,宝地绿洲城,121.46963,31.41201987
364,黄浦,淮海中路,富丽华大厦,121.469759,31.22444088
505,静安,闸北公园,柳营路319弄,121.4698768,31.27372107
926,奉贤,南桥,育秀六区,121.4700403,30.91250973
1577,静安,南京西路,艾格美国际公寓,121.4700939,31.23266835
1887,黄浦,淮海中路,香山公寓,121.4702034,31.22343203
2267,黄浦,淮海中路,五金新邨,121.470266,31.22293213
2905,静安,闸北公园,嘉利明珠城,121.470287,31.27945991
2020,虹口,凉城,北宝兴路345弄,121.4703445,31.28169554
1687,黄浦,淮海中路,瑞金二路48弄,121.4703757,31.22215161
1493,徐汇,斜土路,零陵公寓,121.4704107,31.20086101
679,徐汇,斜土路,远雄徐汇园,121.470439,31.20421254
2927,黄浦,淮海中路,瑞雪大楼,121.4704432,31.21449727
945,静安,西藏北路,凯鹏国际大厦,121.4706009,31.2564877
1379,黄浦,淮海中路,建国西路146号,121.4706484,31.21380332
2757,静安,西藏北路,永兴小马路80号,121.470683,31.25805116
213,静安,彭浦,昌林公寓,121.4706945,31.32704971
1572,静安,南京西路,大沽路541-547号(单),121.470774,31.23128996
1871,静安,西藏北路,芷江西路123弄,121.4709533,31.26642391
894,静安,彭浦,里昂公寓,121.4710996,31.31340951
332,徐汇,斜土路,金巢铂瑞阁,121.47124,31.2062269
1304,静安,西藏北路,精文城上城,121.471256,31.25525089
1210,奉贤,南桥,悦达南郊华都,121.4712768,30.93723146
2609,静安,西藏北路,原水小区(闸北),121.4713512,31.26038114
871,徐汇,斜土路,瑞嘉公寓,121.4715938,31.20946319
362,静安,南京西路,上海壹街区,121.471639,31.23962188
58,静安,西藏北路,中山北路570弄,121.4716561,31.2675425
807,静安,西藏北路,中心铂庭,121.4716792,31.25015316
1690,静安,南京西路,静安新邨,121.4717863,31.23756039
108,徐汇,斜土路,斜土路1218号,121.4717948,31.20552462
3136,黄浦,淮海中路,淮海中路697弄,121.4718534,31.22467402
1253,闵行,吴泾,永德小区永北,121.4718724,31.05042822
796,静安,南京西路,中凯城市之光(静安),121.4718777,31.23279904
779,静安,彭浦,临汾花园,121.4719671,31.3130528
2728,虹口,凉城,三湘花园,121.4719851,31.30520195
147,徐汇,斜土路,福华花苑,121.4721983,31.20712646
2211,黄浦,淮海中路,淮海中路670弄,121.4722,31.22630047
689,虹口,江湾镇,梅福花苑,121.4722291,31.31163657
69,黄浦,打浦桥,建国西路25弄,121.4723274,31.21390855
1406,黄浦,人民广场,上海滩新昌城,121.4723324,31.24404929
1755,虹口,凉城,文苑小区(虹口),121.472359,31.30354217
2325,静安,彭浦,临汾名城,121.4725497,31.31936841
2129,静安,闸北公园,和玉苑,121.472746,31.26958149
2402,黄浦,淮海中路,花园坊,121.4727868,31.2197847
2730,静安,彭浦,康悦亚洲花园,121.472846,31.31576186
3009,黄浦,淮海中路,香山路22号,121.47285,31.22198486
1444,静安,西藏北路,光华坊,121.4729519,31.25758916
2755,虹口,凉城,广粤公寓,121.4731435,31.2991998
1977,徐汇,斜土路,汇峰鼎园,121.473226,31.20813488
1971,奉贤,柘林,绿地铂晶舍,121.473241,30.87895687
2992,虹口,凉城,中虹花园虹韵家园,121.4734925,31.29098583
2512,徐汇,斜土路,瑞金南苑,121.4737332,31.20586576
2862,黄浦,淮海中路,乐安坊,121.473823,31.22578354
1314,静安,西藏北路,和源馨苑,121.473918,31.25465185
789,静安,闸北公园,北宝兴路10弄,121.474042,31.27649563
701,徐汇,斜土路,茶陵路149号,121.4740574,31.20262479
2971,静安,西藏北路,止园路446号,121.4740893,31.26797995
3106,虹口,凉城,春满园,121.4743388,31.28425955
3100,黄浦,人民广场,顺天村(南区),121.4744545,31.23464094
3041,虹口,凉城,中虹花园丽都苑,121.4744765,31.29247789
443,徐汇,斜土路,茶陵小区,121.4745322,31.20180889
2627,黄浦,人民广场,金色家园,121.4745451,31.24393483
151,虹口,凉城,锦苑小区(虹口),121.4747999,31.29849498
1614,静安,西藏北路,金城大厦,121.47486,31.2500279
2105,虹口,江湾镇,学府花苑,121.4748631,31.30944917
2102,浦东,杨思前滩,三湘印象名邸,121.4749549,31.15610166
2064,黄浦,人民广场,祥康里,121.4750794,31.23862067
1251,黄浦,人民广场,承兴里,121.4750878,31.24300938
2119,黄浦,打浦桥,日月光中心伯爵居,121.4752169,31.21201126
1593,黄浦,打浦桥,瑞南新苑,121.4752813,31.20621107
864,虹口,凉城,西宝兴路949弄,121.4753663,31.27543385
1456,黄浦,淮海中路,思南公馆,121.4754281,31.22063194
2723,静安,西藏北路,华祺苑,121.4754305,31.24954692
3086,静安,西藏北路,芷江中路493弄,121.4754818,31.26530237
1309,奉贤,南桥,联运大厦,121.475591,30.91932268
110,闵行,吴泾,吴泾新村,121.475628,31.05041492
